sorting duration: 2.248000
id, time, values
1, 26:21:55, 1273.4
1, 21:40:15, 1298.2
1, 27:46:05, 1299.8
1, 22:24:25, 1317.6
1, 25:35:15, 1321.2
1, 25:54:25, 1325.2
1, 22:15:15, 1336.6
1, 20:52:45, 1337.8
1, 25:08:35, 1342.6
1, 23:34:25, 1343.8
1, 28:33:35, 1344.6
1, 21:07:45, 1345.0
1, 25:30:15, 1361.8
1, 22:02:45, 1364.0
1, 26:56:55, 1364.6
1, 22:42:45, 1367.8
1, 21:38:35, 1371.8
1, 23:19:25, 1374.8
1, 23:56:55, 1377.6
1, 28:30:15, 1377.6
1, 24:35:15, 1383.4
1, 28:14:25, 1392.4
1, 20:56:05, 1394.8
1, 24:26:05, 1395.4
1, 23:58:35, 1396.6
1, 21:57:45, 1401.2
1, 20:26:05, 1403.8
1, 24:21:55, 1406.8
1, 22:19:25, 1418.0
1, 28:06:05, 1418.6
1, 27:15:15, 1433.6
1, 21:01:05, 1435.2
1, 27:39:25, 1435.2
1, 27:31:55, 1436.2
1, 26:22:45, 1436.8
1, 21:45:15, 1439.8
1, 24:06:55, 1444.6
1, 21:21:05, 1446.4
1, 23:41:55, 1448.6
1, 25:29:25, 1449.0
1, 28:11:05, 1464.8
1, 20:43:35, 1469.2
1, 25:06:55, 1474.8
1, 22:21:05, 1475.2
1, 23:11:05, 1475.8
1, 22:27:45, 1483.8
1, 28:05:15, 1484.2
1, 28:26:55, 1502.4
1, 25:31:05, 1518.2
1, 23:26:55, 1521.2
1, 25:17:45, 1524.4
1, 25:20:15, 1530.0
1, 23:30:15, 1532.2
1, 23:05:15, 1535.6
1, 22:10:15, 1539.2
1, 25:19:25, 1540.2
1, 22:35:15, 1552.4
1, 28:35:15, 1558.4
1, 24:16:55, 1563.2
1, 24:42:45, 1563.8
1, 21:21:55, 1578.8
1, 23:21:55, 1580.4
1, 23:01:05, 1584.0
1, 24:09:25, 1587.4
1, 22:56:05, 1602.4
1, 24:08:35, 1605.6
1, 26:33:35, 1606.4
1, 27:40:15, 1612.8
1, 25:15:15, 1613.2
1, 21:15:15, 1616.8
1, 26:49:25, 1616.8
1, 22:07:45, 1617.6
1, 20:59:25, 1617.8
1, 24:26:55, 1618.8
1, 25:16:55, 1621.6
1, 27:38:35, 1621.6
1, 25:33:35, 1631.0
1, 23:49:25, 1638.6
1, 26:18:35, 1640.8
1, 26:05:15, 1641.8
1, 21:32:45, 1642.6
1, 22:04:25, 1643.2
1, 27:49:25, 1653.8
1, 25:11:55, 1654.4
1, 23:55:15, 1661.2
1, 22:06:55, 1663.8
1, 27:58:35, 1668.4
1, 27:35:15, 1668.6
1, 24:15:15, 1671.4
1, 23:41:05, 1673.4
1, 25:50:15, 1674.6
1, 27:56:05, 1677.4
1, 21:31:55, 1680.4
1, 23:48:35, 1687.6
1, 21:02:45, 1687.8
1, 22:59:25, 1688.2
1, 27:19:25, 1696.4
1, 21:41:55, 1699.6
1, 26:01:05, 1704.0
1, 21:59:25, 1705.4
1, 24:55:15, 1712.6
1, 28:31:05, 1715.2
1, 27:43:35, 1721.6
1, 27:13:35, 1724.6
1, 25:51:05, 1731.8
1, 20:21:55, 1739.0
1, 25:21:55, 1747.2
1, 24:29:25, 1779.8
1, 24:46:55, 1781.2
1, 25:09:25, 1781.2
1, 20:40:15, 1796.6
1, 22:49:25, 1800.2
1, 26:46:55, 1808.4
1, 26:15:15, 1809.6
1, 24:45:15, 1810.8
1, 25:55:15, 1811.6
1, 26:03:35, 1815.4
1, 27:30:15, 1823.0
1, 28:04:25, 1823.6
1, 25:51:55, 1835.2
1, 24:23:35, 1838.0
1, 23:14:25, 1847.4
1, 25:37:45, 1856.8
1, 28:21:05, 1859.0
1, 20:23:35, 1865.0
1, 21:13:35, 1870.8
1, 27:27:45, 1872.2
1, 23:38:35, 1875.2
1, 27:06:05, 1884.2
1, 28:17:45, 1889.8
1, 27:41:55, 1891.8
1, 26:57:45, 1894.2
1, 25:27:45, 1897.0
1, 22:30:15, 1905.4
1, 24:51:05, 1907.6
1, 24:11:55, 1909.6
1, 22:01:05, 1933.0
1, 23:25:15, 1941.4
1, 22:53:35, 1943.6
1, 21:43:35, 1944.6
1, 26:46:05, 1957.4
1, 26:34:25, 1958.4
1, 21:56:55, 1959.0
1, 23:22:45, 1966.0
1, 21:19:25, 1966.6
1, 21:00:15, 1974.0
1, 21:20:15, 1978.4
1, 25:26:05, 1980.0
1, 23:51:05, 1984.8
1, 27:41:05, 1996.8
1, 24:13:35, 2007.6
1, 22:50:15, 2012.2
1, 24:03:35, 2018.8
1, 27:18:35, 2021.0
1, 23:16:05, 2021.2
1, 20:51:05, 2026.4
1, 27:02:45, 2052.6
1, 27:28:35, 2055.2
1, 23:24:25, 2057.0
1, 26:53:35, 2062.0
1, 27:21:05, 2071.0
1, 27:54:25, 2071.4
1, 21:36:05, 2078.0
1, 27:24:25, 2078.4
1, 23:21:05, 2083.0
1, 22:11:05, 2091.4
1, 26:27:45, 2093.0
1, 22:58:35, 2098.8
1, 25:41:55, 2110.6
1, 28:27:45, 2121.4
1, 26:13:35, 2123.6
1, 21:33:35, 2128.6
1, 24:30:15, 2136.6
1, 22:52:45, 2137.0
1, 27:56:55, 2139.8
1, 23:28:35, 2144.0
1, 22:00:15, 2159.6
1, 23:37:45, 2162.2
1, 27:26:55, 2179.6
1, 27:07:45, 2186.4
1, 22:26:05, 2197.0
1, 25:43:35, 2199.0
1, 20:35:15, 2201.0
1, 26:25:15, 2202.2
1, 21:54:25, 2204.2
1, 22:46:05, 2204.8
1, 23:03:35, 2206.0
1, 25:01:05, 2212.4
1, 28:24:25, 2218.4
1, 22:14:25, 2221.2
1, 28:10:15, 2222.8
1, 23:32:45, 2224.4
1, 27:29:25, 2225.6
1, 28:29:25, 2228.0
1, 23:02:45, 2234.0
1, 20:33:35, 2239.8
1, 22:36:55, 2240.2
1, 24:16:05, 2241.2
1, 22:56:55, 2241.6
1, 21:53:35, 2244.6
1, 24:36:05, 2258.8
1, 25:46:05, 2265.8
1, 25:47:45, 2270.6
1, 21:52:45, 2273.2
1, 21:47:45, 2309.2
1, 20:46:05, 2313.2
1, 26:28:35, 2314.8
1, 26:06:55, 2319.2
1, 22:57:45, 2333.6
1, 23:39:25, 2334.2
1, 26:56:05, 2342.8
1, 20:39:25, 2343.6
1, 26:10:15, 2346.8
1, 23:17:45, 2347.0
1, 22:33:35, 2354.8
1, 21:12:45, 2363.0
1, 28:25:15, 2383.6
1, 27:57:45, 2384.8
1, 24:10:15, 2390.6
1, 23:06:55, 2391.4
1, 20:44:25, 2408.6
1, 25:38:35, 2413.0
1, 25:25:15, 2421.4
1, 27:09:25, 2423.0
1, 26:21:05, 2443.8
1, 25:34:25, 2452.0
1, 26:20:15, 2454.4
1, 24:06:05, 2460.8
1, 21:14:25, 2471.4
1, 21:55:15, 2471.6
1, 27:11:55, 2478.8
1, 23:46:05, 2483.4
1, 23:54:25, 2484.0
1, 23:52:45, 2489.8
1, 24:34:25, 2493.6
1, 27:34:25, 2495.0
1, 23:13:35, 2495.6
1, 26:04:25, 2513.0
1, 24:22:45, 2531.4
1, 25:39:25, 2533.0
1, 21:39:25, 2538.0
1, 26:42:45, 2543.0
1, 20:26:55, 2554.2
1, 24:19:25, 2557.4
1, 24:39:25, 2558.8
1, 24:25:15, 2564.4
1, 28:12:45, 2564.4
1, 22:31:55, 2564.8
1, 28:16:05, 2569.0
1, 22:26:55, 2575.4
1, 27:47:45, 2576.8
1, 26:47:45, 2584.6
1, 22:09:25, 2592.4
1, 25:12:45, 2602.2
1, 24:18:35, 2603.8
1, 28:13:35, 2610.8
1, 22:54:25, 2611.6
1, 21:42:45, 2623.8
1, 28:32:45, 2626.2
1, 23:36:55, 2631.4
1, 25:59:25, 2632.8
1, 25:53:35, 2637.2
1, 20:36:05, 2644.0
1, 27:16:55, 2661.2
1, 20:51:55, 2662.2
1, 23:15:15, 2670.6
1, 21:01:55, 2671.0
1, 28:34:25, 2675.8
1, 25:45:15, 2680.0
1, 20:21:05, 2692.8
1, 21:05:15, 2702.8
1, 21:06:05, 2713.0
1, 22:16:05, 2717.4
1, 26:11:55, 2724.0
1, 26:48:35, 2733.6
1, 20:50:15, 2734.6
1, 21:26:05, 2739.6
1, 23:31:05, 2766.0
1, 21:37:45, 2770.8
1, 22:05:15, 2784.4
1, 26:19:25, 2786.0
1, 23:31:55, 2788.6
1, 24:56:55, 2792.6
1, 26:16:55, 2793.4
1, 27:26:05, 2794.4
1, 21:34:25, 2809.0
1, 22:38:35, 2817.0
1, 28:26:05, 2818.4
1, 24:01:05, 2821.4
1, 27:37:45, 2822.6
1, 26:54:25, 2831.8
1, 23:12:45, 2833.4
1, 22:55:15, 2842.8
1, 25:11:05, 2860.8
1, 21:18:35, 2863.0
1, 22:22:45, 2864.0
1, 26:01:55, 2866.0
1, 25:40:15, 2869.2
1, 24:44:25, 2880.2
1, 22:40:15, 2881.2
1, 21:03:35, 2884.4
1, 22:31:05, 2892.6
1, 21:17:45, 2923.2
1, 23:51:55, 2924.6
1, 26:09:25, 2934.4
1, 25:42:45, 2939.6
1, 20:31:55, 2941.6
1, 22:06:05, 2953.2
1, 23:29:25, 2957.0
1, 26:44:25, 2958.2
1, 21:04:25, 2958.8
1, 26:41:55, 2959.0
1, 21:44:25, 2974.8
1, 27:23:35, 2982.6
1, 24:20:15, 2984.6
1, 24:49:25, 2986.2
1, 25:49:25, 2993.2
2, 20:47:46, 4.8
2, 24:08:36, 6.0
2, 28:28:36, 8.0
2, 20:41:06, 8.4
2, 24:37:46, 10.0
2, 28:24:26, 18.4
2, 27:46:06, 20.2
2, 22:51:56, 23.4
2, 27:57:46, 25.0
2, 27:31:06, 25.2
2, 20:58:36, 27.6
2, 20:44:26, 29.6
2, 27:51:06, 37.4
2, 23:59:26, 45.6
2, 25:57:46, 51.0
2, 23:28:36, 58.6
2, 21:33:36, 64.8
2, 20:21:06, 65.6
2, 21:13:36, 65.6
2, 23:19:26, 66.6
2, 25:58:36, 71.6
2, 25:44:26, 77.8
2, 22:41:06, 82.6
2, 24:33:36, 83.0
2, 26:12:46, 83.0
2, 24:21:06, 84.0
2, 21:44:26, 85.4
2, 20:56:06, 90.0
2, 27:52:46, 95.6
2, 22:27:46, 100.2
2, 21:43:36, 102.2
2, 28:01:56, 103.8
2, 27:21:06, 104.4
2, 28:31:06, 105.2
2, 25:48:36, 114.2
2, 22:49:26, 126.2
2, 22:28:36, 131.0
2, 26:41:06, 132.6
2, 21:46:56, 134.0
2, 26:32:46, 135.2
2, 26:27:46, 146.8
2, 23:16:56, 151.4
2, 28:11:56, 157.4
2, 20:51:56, 160.8
2, 22:30:16, 163.6
2, 23:57:46, 168.0
2, 21:15:16, 173.4
2, 27:23:36, 177.0
2, 25:23:36, 177.2
2, 28:23:36, 181.4
2, 21:20:16, 181.8
2, 26:22:46, 182.6
2, 23:11:56, 183.2
2, 26:08:36, 187.0
2, 26:36:06, 193.2
2, 22:38:36, 198.0
2, 21:30:16, 201.0
2, 25:34:26, 202.2
2, 22:21:06, 205.6
2, 25:16:06, 212.4
2, 23:46:06, 215.0
2, 27:10:16, 216.2
2, 26:45:16, 218.4
2, 25:26:06, 222.0
2, 21:01:06, 224.2
2, 27:26:06, 224.2
2, 28:21:06, 224.8
2, 27:27:46, 226.4
2, 26:15:16, 227.4
2, 22:20:16, 227.6
2, 24:11:06, 229.0
2, 25:08:36, 238.2
2, 26:49:26, 238.4
2, 27:16:56, 238.6
2, 21:37:46, 240.4
2, 24:47:46, 244.6
2, 27:35:16, 244.8
2, 26:55:16, 246.0
2, 26:44:26, 253.4
2, 28:16:06, 255.8
2, 22:34:26, 258.4
2, 22:36:06, 264.2
2, 27:25:16, 268.4
2, 20:21:56, 270.4
2, 22:06:06, 273.8
2, 27:30:16, 279.0
2, 24:40:16, 279.6
2, 21:25:16, 281.2
2, 20:22:46, 284.2
2, 26:13:36, 289.2
2, 22:43:36, 291.4
2, 21:50:16, 293.6
2, 28:26:56, 296.0
2, 22:16:56, 297.6
2, 27:54:26, 299.2
2, 22:05:16, 300.6
2, 25:51:06, 300.6
2, 23:20:16, 302.6
2, 23:49:26, 305.6
2, 27:32:46, 314.4
2, 20:36:56, 324.6
2, 25:56:06, 327.8
2, 21:46:06, 332.0
2, 24:34:26, 332.2
2, 27:14:26, 333.0
2, 23:31:06, 336.6
2, 28:12:46, 345.0
2, 23:54:26, 349.2
2, 23:23:36, 353.8
2, 25:00:16, 361.8
2, 25:02:46, 366.4
2, 20:54:26, 366.6
2, 26:29:26, 367.8
2, 22:12:46, 369.4
2, 24:36:56, 373.0
2, 26:40:16, 373.4
2, 20:31:06, 375.0
2, 24:06:56, 375.0
2, 26:01:06, 379.4
2, 25:21:56, 382.4
2, 23:36:56, 383.8
2, 25:38:36, 389.2
2, 22:24:26, 392.0
2, 24:09:26, 395.4
2, 21:00:16, 399.8
2, 24:46:56, 400.2
2, 23:36:06, 400.8
2, 22:07:46, 402.2
2, 25:18:36, 405.2
2, 21:51:56, 408.8
2, 23:55:16, 409.8
2, 28:25:16, 410.6
2, 24:06:06, 410.8
2, 22:58:36, 415.4
2, 20:24:26, 416.4
2, 21:45:16, 416.8
2, 23:21:06, 417.0
2, 25:10:16, 418.4
2, 22:01:06, 421.2
2, 27:01:06, 423.8
2, 22:17:46, 425.6
2, 20:51:06, 431.4
2, 24:38:36, 441.6
2, 27:19:26, 448.2
2, 23:16:06, 456.8
2, 24:43:36, 467.2
2, 22:41:56, 477.2
2, 27:11:56, 477.8
2, 21:04:26, 481.8
2, 24:51:06, 483.6
2, 26:53:36, 486.2
2, 27:41:06, 487.6
2, 28:37:46, 487.6
2, 25:22:46, 503.2
2, 26:03:36, 508.4
2, 26:38:36, 510.0
2, 23:00:16, 512.4
2, 22:01:56, 514.6
2, 27:28:36, 517.2
2, 20:26:56, 521.2
2, 24:05:16, 525.8
2, 25:54:26, 529.2
2, 24:28:36, 532.6
2, 28:39:26, 534.8
2, 25:41:56, 542.4
2, 26:50:16, 544.2
2, 21:32:46, 549.0
2, 25:19:26, 549.0
2, 24:53:36, 557.4
2, 23:21:56, 564.0
2, 26:00:16, 564.0
2, 25:26:56, 581.2
2, 23:06:06, 582.6
2, 25:29:26, 587.4
2, 25:49:26, 595.0
2, 24:15:16, 609.8
2, 28:36:06, 615.2
2, 25:53:36, 619.2
2, 22:57:46, 620.2
2, 22:46:56, 633.0
2, 27:02:46, 633.2
2, 23:25:16, 649.2
2, 27:41:56, 652.8
2, 27:37:46, 656.0
2, 25:46:06, 662.0
2, 21:21:06, 668.0
2, 20:28:36, 668.2
2, 20:59:26, 673.2
2, 25:17:46, 675.0
2, 22:08:36, 684.6
2, 24:36:06, 685.2
2, 25:14:26, 690.0
2, 23:03:36, 693.0
2, 25:36:56, 694.0
2, 28:06:56, 695.8
2, 23:37:46, 707.4
2, 24:31:56, 718.4
2, 28:08:36, 718.6
2, 22:25:16, 719.6
2, 25:05:16, 739.8
2, 20:43:36, 748.2
2, 23:18:36, 756.6
2, 26:01:56, 758.0
2, 23:17:46, 764.8
2, 21:07:46, 776.8
2, 24:01:56, 779.8
2, 20:31:56, 782.6
2, 23:38:36, 784.6
2, 21:09:26, 786.0
2, 23:14:26, 798.2
2, 27:24:26, 826.4
2, 21:36:56, 831.0
2, 23:07:46, 837.0
2, 23:52:46, 838.8
2, 24:39:26, 840.6
2, 23:08:36, 846.4
2, 21:06:56, 854.8
2, 20:55:16, 857.6
2, 24:14:26, 858.6
2, 23:06:56, 858.8
2, 24:11:56, 865.6
2, 26:35:16, 870.4
2, 23:56:56, 872.8
2, 27:03:36, 876.8
2, 25:36:06, 889.8
2, 24:59:26, 901.8
2, 25:46:56, 910.0
2, 24:55:16, 914.8
2, 26:02:46, 916.4
2, 23:09:26, 940.4
2, 21:14:26, 942.6
2, 26:46:06, 951.4
2, 24:46:06, 954.6
2, 25:43:36, 954.8
2, 21:26:56, 958.4
2, 25:20:16, 962.6
2, 21:02:46, 963.2
2, 28:36:56, 964.2
2, 22:04:26, 964.4
2, 23:41:56, 965.0
2, 26:57:46, 965.8
2, 21:40:16, 967.8
2, 27:39:26, 980.4
2, 24:00:16, 984.0
2, 28:20:16, 989.0
2, 24:10:16, 995.0
2, 27:21:56, 1009.8
2, 25:35:16, 1014.6
2, 25:21:06, 1020.6
2, 20:45:16, 1023.2
2, 23:44:26, 1024.0
2, 26:34:26, 1032.8
2, 24:45:16, 1043.6
2, 21:55:16, 1056.6
2, 21:05:16, 1062.0
2, 21:31:56, 1062.0
2, 23:42:46, 1071.2
2, 26:36:56, 1072.8
2, 22:44:26, 1075.2
2, 24:49:26, 1082.8
2, 25:03:36, 1085.0
2, 23:04:26, 1087.8
2, 22:31:06, 1089.8
2, 27:16:06, 1090.0
2, 24:57:46, 1093.6
2, 22:51:06, 1097.6
2, 27:47:46, 1097.6
2, 20:35:16, 1098.4
2, 27:49:26, 1103.2
2, 22:19:26, 1106.6
2, 26:10:16, 1110.0
2, 20:40:16, 1111.8
2, 27:48:36, 1118.2
2, 24:24:26, 1127.4
2, 22:15:16, 1145.2
2, 21:27:46, 1149.0
2, 27:42:46, 1163.4
2, 28:06:06, 1182.6
2, 28:02:46, 1186.6
2, 25:52:46, 1188.0
2, 22:21:56, 1188.6
2, 20:34:26, 1201.6
2, 23:33:36, 1206.4
2, 21:41:56, 1223.2
2, 21:16:06, 1224.8
2, 20:41:56, 1226.0
2, 20:46:56, 1231.8
2, 20:25:16, 1237.4
2, 27:51:56, 1244.4
2, 28:10:16, 1245.4
2, 26:30:16, 1245.8
2, 24:23:36, 1258.2
2, 21:26:06, 1269.0
2, 20:53:36, 1274.2
2, 26:31:06, 1283.0
2, 20:27:46, 1286.2
2, 23:53:36, 1291.4
2, 24:54:26, 1293.2
2, 28:38:36, 1295.8
2, 21:31:06, 1299.2
2, 23:47:46, 1304.2
2, 20:52:46, 1304.6
2, 25:28:36, 1311.0
2, 22:42:46, 1319.4
2, 25:09:26, 1320.2
2, 28:29:26, 1329.8
2, 27:13:36, 1333.2
2, 22:32:46, 1335.0
2, 21:16:56, 1337.0
2, 21:36:06, 1349.6
2, 27:34:26, 1351.0
2, 27:22:46, 1355.0
2, 23:40:16, 1359.6
2, 26:07:46, 1363.2
2, 26:43:36, 1365.0
2, 28:03:36, 1365.6
2, 21:54:26, 1366.8
2, 26:46:56, 1371.2
2, 23:12:46, 1373.0
2, 25:37:46, 1375.0
2, 26:33:36, 1378.2
2, 22:10:16, 1383.6
2, 20:36:06, 1392.2
2, 26:48:36, 1396.0
2, 24:41:06, 1397.2
2, 21:41:06, 1398.8
2, 25:16:56, 1404.0
2, 23:10:16, 1405.0
2, 25:07:46, 1406.0
2, 25:42:46, 1408.4
2, 23:51:06, 1417.2
2, 21:59:26, 1426.8
2, 22:33:36, 1428.8
2, 20:39:26, 1433.0
2, 26:06:06, 1439.2
2, 25:31:56, 1444.6
2, 21:56:06, 1445.4
2, 25:06:56, 1446.8
2, 28:27:46, 1451.2
2, 26:06:56, 1468.6
2, 27:43:36, 1468.6
2, 20:57:46, 1470.8
2, 25:11:56, 1490.6
2, 23:26:56, 1499.6
2, 27:40:16, 1502.6
2, 27:29:26, 1503.0
2, 28:32:46, 1510.4
2, 23:30:16, 1511.0
2, 28:40:16, 1517.0
2, 27:11:06, 1527.4
2, 22:03:36, 1531.8
2, 28:30:16, 1539.0
2, 24:18:36, 1544.2
2, 26:51:56, 1554.2
2, 22:31:56, 1559.4
2, 21:49:26, 1571.0
2, 21:24:26, 1573.0
2, 21:38:36, 1581.6
2, 24:04:26, 1589.2
2, 21:42:46, 1590.6
2, 26:31:56, 1602.2
2, 22:54:26, 1603.4
2, 22:23:36, 1607.4
