id, time, values
1, 08:03:31, 532.0
2, 08:03:41, 2537.4
1, 08:03:51, 2879.2
2, 08:04:01, 144.8
1, 08:04:11, 1997.0
2, 08:04:21, 1562.8
1, 08:04:31, 354.6
2, 08:04:41, 2667.0
1, 08:04:51, 120.4
2, 08:05:01, 54.8
1, 08:05:11, 1063.2
2, 08:05:21, 900.0
1, 08:05:31, 1836.6
2, 08:05:41, 1651.8
1, 08:05:51, 1816.0
2, 08:06:01, 1405.8
1, 08:06:11, 1732.8
2, 08:06:21, 171.8
1, 08:06:31, 2067.0
2, 08:06:41, 1159.4
1, 08:06:51, 28.4
2, 08:07:01, 1909.0
1, 08:07:11, 1997.8
2, 08:07:21, 1682.0
1, 08:07:31, 2716.2
2, 08:07:41, 598.4
1, 08:07:51, 2753.4
2, 08:08:01, 2783.0
1, 08:08:11, 2433.6
2, 08:08:21, 2301.0
1, 08:08:31, 2295.8
2, 08:08:41, 1973.6
1, 08:08:51, 103.6
2, 08:09:01, 67.0
1, 08:09:11, 2310.4
2, 08:09:21, 1750.4
1, 08:09:31, 1714.4
2, 08:09:41, 523.4
1, 08:09:51, 1631.4
2, 08:10:01, 278.0
1, 08:10:11, 2511.0
2, 08:10:21, 1226.6
1, 08:10:31, 1868.2
2, 08:10:41, 758.2
1, 08:10:51, 967.0
2, 08:11:01, 1261.4
1, 08:11:11, 2222.8
2, 08:11:21, 1351.8
1, 08:11:31, 1774.4
2, 08:11:41, 377.6
1, 08:11:51, 2763.6
2, 08:12:01, 2746.0
1, 08:12:11, 1487.2
2, 08:12:21, 376.8
1, 08:12:31, 2238.0
2, 08:12:41, 305.8
1, 08:12:51, 700.2
2, 08:13:01, 2343.6
1, 08:13:11, 134.6
2, 08:13:21, 2471.4
1, 08:13:31, 2612.8
2, 08:13:41, 1807.6
1, 08:13:51, 989.2
2, 08:14:01, 2698.4
1, 08:14:11, 233.2
2, 08:14:21, 1504.6
1, 08:14:31, 270.0
2, 08:14:41, 227.4
1, 08:14:51, 2342.0
2, 08:15:01, 625.4
1, 08:15:11, 886.2
2, 08:15:21, 2339.2
1, 08:15:31, 2631.2
2, 08:15:41, 2094.2
1, 08:15:51, 56.4
2, 08:16:01, 2717.2
1, 08:16:11, 475.2
2, 08:16:21, 787.0
1, 08:16:31, 2268.8
2, 08:16:41, 2004.4
1, 08:16:51, 2485.2
2, 08:17:01, 1977.2
1, 08:17:11, 2413.4
2, 08:17:21, 1856.2
1, 08:17:31, 549.8
2, 08:17:41, 385.2
1, 08:17:51, 2890.4
2, 08:18:01, 2110.4
1, 08:18:11, 1640.2
2, 08:18:21, 692.4
1, 08:18:31, 1163.6
2, 08:18:41, 1517.4
1, 08:18:51, 727.4
2, 08:19:01, 1162.2
1, 08:19:11, 389.8
2, 08:19:21, 405.6
1, 08:19:31, 978.4
2, 08:19:41, 655.4
1, 08:19:51, 2213.4
2, 08:20:01, 185.6
1, 08:20:11, 1475.2
2, 08:20:21, 2828.4
1, 08:20:31, 2967.0
2, 08:20:41, 1159.4
1, 08:20:51, 2300.2
2, 08:21:01, 1838.4
1, 08:21:11, 1062.6
2, 08:21:21, 1895.4
1, 08:21:31, 1876.6
2, 08:21:41, 2999.8
1, 08:21:51, 1046.8
2, 08:22:01, 616.2
1, 08:22:11, 1977.2
2, 08:22:21, 2719.4
1, 08:22:31, 2622.4
2, 08:22:41, 202.0
1, 08:22:51, 504.2
2, 08:23:01, 493.8
1, 08:23:11, 1931.2
2, 08:23:21, 2484.0
1, 08:23:31, 1579.4
2, 08:23:41, 939.6
1, 08:23:51, 2809.8
2, 08:24:01, 2525.8
1, 08:24:11, 2923.2
2, 08:24:21, 2120.2
1, 08:24:31, 1441.6
2, 08:24:41, 1472.8
1, 08:24:51, 166.6
2, 08:25:01, 551.0
1, 08:25:11, 451.6
2, 08:25:21, 2653.8
1, 08:25:31, 2648.2
2, 08:25:41, 60.8
1, 08:25:51, 85.0
2, 08:26:01, 421.6
1, 08:26:11, 553.2
2, 08:26:21, 2313.8
1, 08:26:31, 176.6
2, 08:26:41, 169.4
1, 08:26:51, 2286.2
2, 08:27:01, 746.4
1, 08:27:11, 2227.0
2, 08:27:21, 2029.0
1, 08:27:31, 2132.2
2, 08:27:41, 258.6
1, 08:27:51, 298.0
2, 08:28:01, 807.4
1, 08:28:11, 1577.8
2, 08:28:21, 2767.0
1, 08:28:31, 2467.4
2, 08:28:41, 1404.8
1, 08:28:51, 330.8
2, 08:29:01, 2838.6
1, 08:29:11, 1129.6
2, 08:29:21, 91.6
1, 08:29:31, 1623.8
2, 08:29:41, 386.8
1, 08:29:51, 434.0
2, 08:30:01, 2098.6
1, 08:30:11, 2072.8
2, 08:30:21, 2236.6
1, 08:30:31, 42.0
2, 08:30:41, 2543.8
1, 08:30:51, 2227.4
2, 08:31:01, 2415.0
1, 08:31:11, 2136.2
2, 08:31:21, 1844.2
1, 08:31:31, 2873.6
2, 08:31:41, 387.2
1, 08:31:51, 2435.2
2, 08:32:01, 174.6
1, 08:32:11, 97.8
2, 08:32:21, 484.0
1, 08:32:31, 2843.4
2, 08:32:41, 905.2
1, 08:32:51, 2279.6
2, 08:33:01, 1476.4
1, 08:33:11, 987.4
2, 08:33:21, 347.2
1, 08:33:31, 2829.6
2, 08:33:41, 1558.0
1, 08:33:51, 1523.4
2, 08:34:01, 1777.8
1, 08:34:11, 2262.2
2, 08:34:21, 370.0
1, 08:34:31, 586.6
2, 08:34:41, 229.2
1, 08:34:51, 1746.4
2, 08:35:01, 2511.0
1, 08:35:11, 359.2
2, 08:35:21, 70.2
1, 08:35:31, 2741.8
2, 08:35:41, 1216.0
1, 08:35:51, 2128.4
2, 08:36:01, 740.4
1, 08:36:11, 2518.6
2, 08:36:21, 1059.4
1, 08:36:31, 379.6
2, 08:36:41, 520.2
1, 08:36:51, 514.0
2, 08:37:01, 2938.8
1, 08:37:11, 1068.8
2, 08:37:21, 2536.4
1, 08:37:31, 197.4
2, 08:37:41, 2853.0
1, 08:37:51, 2614.0
2, 08:38:01, 49.4
1, 08:38:11, 72.4
2, 08:38:21, 2821.0
1, 08:38:31, 1753.0
2, 08:38:41, 1148.4
1, 08:38:51, 258.0
2, 08:39:01, 2064.0
